fxID	minYear	assumeAwardYear
59642	2007	2012
11948	2005	2012
64569	2005	2010
90725	1990	2000
57661	2000	2011
87146	2006	2011
5102	2000	2006
19724	1999	2005
27909	1987	2011
94388	2000	2005
49163	2006	2011
100717	2006	2011
2643	2000	2009
92303	2006	2012
87540	2002	2011
20546	1991	1998
57673	2004	2011
13212	2002	2010
30837	1994	2002
28336	1994	2007
23831	2007	2012
5124	1998	2010
69488	1990	1999
83090	2002	2011
67450	1985	2002
2659	1998	2009
30843	2007	2012
3056	2004	2010
93561	1989	2009
85158	1980	2003
23844	1992	2008
2270	1997	2011
47244	1998	2005
25180	1996	2004
44794	2002	2007
74011	1982	2007
25955	2002	2008
32520	2006	2012
7932	2002	2012
85169	2005	2012
78485	2005	2011
33358	1994	2009
36660	2001	2009
98248	2002	2011
54441	2006	2012
38281	2005	2010
93164	1990	2004
18069	2006	2012
32117	2001	2008
29204	2005	2011
16456	1998	2006
75646	1997	2009
27554	1999	2010
38731	2004	2012
10319	2001	2010
88755	1989	1995
38289	2004	2009
57703	2006	2012
1127	2006	2011
20173	2001	2012
98264	1997	2010
72796	2000	2012
53287	1988	1995
14049	1980	2003
4369	1994	2012
53688	1999	2004
7561	2007	2012
86032	2004	2012
41573	2007	2012
87589	2002	2010
96118	1994	2011
48440	2006	2011
39991	2004	2012
72374	2005	2012
69920	1999	2004
25988	2004	2010
96550	1991	2003
12428	2003	2008
58909	2001	2007
26398	1993	2011
92782	1988	2004
85629	2002	2009
98283	2003	2011
9513	1998	2008
76084	2000	2007
45237	2001	2007
100365	2007	2012
61726	2002	2007
65449	1999	2011
58542	1987	2002
94466	2006	2011
72821	2007	2012
96131	1998	2011
78528	2003	2009
41303	2002	2009
8805	1999	2011
33071	2003	2009
63489	2003	2008
79044	2006	2011
9620	2005	2010
24871	2006	2012
49740	2003	2012
86922	2004	2011
84889	2001	2010
14179	1988	2001
38865	2006	2012
44556	2003	2010
33087	2005	2011
92465	2001	2010
10442	2002	2007
25714	2006	2012
24021	1998	2010
71266	2004	2009
41693	2005	2011
15767	2005	2011
42910	1996	2001
46171	2003	2010
38887	2002	2012
42911	2005	2011
19063	1996	2008
21936	2002	2010
37209	2002	2009
54227	1995	2004
94592	2005	2010
27322	2007	2012
33522	2001	2010
88954	2006	2011
26940	2007	2012
53834	2006	2012
57486	2000	2008
2448	1997	2002
41713	1996	2009
31033	2005	2010
101321	2005	2012
84521	2005	2010
93759	2006	2012
26949	2004	2009
10892	1986	2002
70081	2001	2007
72539	2000	2005
42941	2000	2008
10074	2002	2010
18256	2000	2010
30217	2007	2012
95894	2004	2010
43351	2000	2011
96315	2005	2011
36425	1997	2010
84955	1998	2012
83299	2000	2011
51034	1999	2009
22390	2005	2012
81611	1992	2000
99677	2007	2012
21584	2004	2009
22396	2002	2011
15035	1999	2010
101733	1993	2011
19956	1994	2002
60291	1999	2005
18669	2003	2009
62736	1999	2012
48221	2007	2012
12193	2002	2011
5768	2002	2010
56287	1997	2011
24103	2005	2010
15424	2003	2012
89810	1992	2008
10532	2004	2009
65234	2001	2007
88565	2007	2012
93799	2006	2012
53089	2006	2012
66036	2006	2011
80388	2007	2012
22853	2004	2010
97920	1994	2008
77366	1998	2008
9204	1990	1996
49313	2004	2011
33898	2001	2007
4866	1991	2011
18202	1999	2008
97925	1995	2005
34729	2004	2010
60607	2005	2012
24437	2005	2011
29340	2006	2011
23172	2000	2009
16	2006	2012
17813	2007	2012
85325	2004	2009
92877	2007	2012
94980	1996	2011
435	1998	2005
46584	1993	2006
22762	1998	2004
78644	2000	2012
87717	2001	2007
92072	1987	2003
28507	2007	2012
36794	1994	2011
53817	2006	2012
61029	1997	2009
33921	1999	2006
46593	2006	2012
67654	1995	2006
45342	2006	2012
65575	2001	2009
17021	2000	2011
7308	2002	2010
52628	1989	1995
96281	2002	2012
86566	2004	2012
38890	1994	2007
101309	2005	2011
97091	1998	2012
79481	2005	2010
99236	1998	2008
98415	2004	2011
44585	1997	2007
71668	2007	2012
53044	1997	2006
21946	2005	2010
68886	1995	2010
79910	2007	2012
17428	2005	2011
7322	2005	2010
31878	2006	2011
51824	2003	2011
97975	2001	2010
62277	2003	2012
46203	2000	2012
19929	2007	2012
12568	2004	2010
36420	1990	2009
100532	1991	2006
99664	2005	2011
89786	1999	2009
54258	2006	2011
30220	1999	2005
33143	1994	2010
33971	1994	2001
95902	2005	2011
46216	1999	2007
40577	2004	2012
7347	2005	2010
82452	2001	2008
65218	1982	2007
84541	2004	2009
40595	2007	2012
80777	1997	2003
71321	1998	2005
88148	1989	2011
53473	1998	2008
2490	2007	2012
63575	2000	2005
81182	2001	2010
67270	2004	2009
81189	1994	2009
57534	2005	2012
36468	2007	2012
20381	2001	2008
87779	2006	2011
17487	2005	2011
82920	2004	2011
87786	2000	2007
58713	2007	2012
32349	2007	2012
71742	2007	2012
73821	2003	2011
53497	2002	2007
38960	1991	2012
56738	2005	2010
39377	2007	2012
32801	1995	2009
2514	2005	2011
59530	2006	2012
22445	2007	2012
85011	2007	2012
68580	2006	2012
40646	1994	2001
79568	1994	2010
91794	2003	2008
57946	2005	2012
31121	2001	2008
66482	2002	2007
55101	2006	2012
68967	2006	2011
56338	1988	2004
11847	2004	2012
66889	1991	2004
22038	2004	2012
74688	1989	1995
17923	2006	2011
73466	2003	2012
61977	1993	2007
93446	1993	2003
45066	1998	2004
19194	2005	2010
77515	2006	2011
39416	2002	2008
74299	1996	2009
76319	2003	2010
90260	2002	2008
82531	2006	2011
52334	1990	1999
97233	2006	2012
27822	1988	2001
62404	1996	2007
70188	1989	2005
43047	1993	2003
6677	2005	2012
53946	1993	2012
22498	2001	2012
39424	2001	2008
99777	1995	2006
32836	2007	2012
49085	2005	2010
65702	1994	2006
6689	2004	2010
54349	1988	2001
22060	2007	2012
6690	2003	2010
26651	1999	2009
74715	1994	2004
87476	2000	2005
97243	2007	2012
65314	1991	2008
7086	1993	2001
23761	1987	2001
88653	1998	2011
18774	2006	2011
25867	2007	2012
84253	2003	2011
54748	2005	2010
81302	1997	2009
54755	2005	2011
85924	1993	2004
13528	2006	2012
39882	2006	2012
67829	2007	2012
51574	2001	2011
13145	2003	2012
68233	2005	2011
78402	1998	2004
48725	1999	2012
93496	2006	2012
11070	2001	2012
87879	2007	2012
20076	2005	2012
5884	1999	2012
60408	1998	2009
48735	1989	2002
21709	2001	2011
64943	1998	2006
33683	1999	2009
47164	2006	2012
27091	2006	2012
54778	1998	2009
93513	2003	2011
96044	2004	2010
10658	2000	2010
16784	2005	2012
36599	1991	2003
11521	1997	2008
82606	2002	2010
14384	1986	2003
48352	2000	2012
68657	2001	2010
51984	2001	2008
20513	2001	2011
85956	2006	2012
17604	1998	2004
92677	1988	2007
82611	2007	2012
56033	1989	1994
9021	2006	2011
8627	2005	2010
3447	2006	2012
1870	2001	2006
61643	2003	2012
15968	2003	2012
54006	1986	2008
20953	2007	2012
90713	2007	2012
68670	1989	2010
20958	2004	2012
37004	2003	2010
2628	1985	2002
22580	2003	2008
39507	2007	2012
95241	2007	2012
58847	2005	2010
79293	1994	2002
36201	1998	2012
100296	1996	2006
46820	1996	2005
53634	1997	2005
100306	2001	2009
46824	2007	2012
58850	2003	2010
41911	2005	2010
58071	2001	2008
11119	2003	2008
4318	1990	1999
25931	2006	2011
91533	1994	2009
41918	2004	2012
10708	1989	1994
55233	2006	2012
20145	1999	2012
10712	2005	2010
70284	1997	2002
9461	1998	2012
93995	1997	2003
63763	2006	2012
35386	2005	2012
53260	2002	2007
89985	2000	2005
30434	2004	2011
49184	2006	2011
16435	2001	2010
24303	1998	2004
68710	2002	2010
43150	2005	2010
18894	1991	2009
52468	2005	2010
39557	2000	2006
45208	2000	2012
78915	2000	2009
46861	2001	2011
43164	2005	2011
3935	1986	2003
48806	2003	2010
25969	1998	2008
27957	2003	2009
50058	2004	2011
41949	2006	2012
69911	1994	2011
32954	2001	2009
50848	2002	2007
96528	2005	2011
78499	2001	2012
51252	2003	2011
84357	2006	2011
45221	2001	2012
34176	1997	2008
16038	2003	2012
79344	2002	2010
37905	1988	2003
728	2003	2011
79345	1995	2011
7562	2004	2011
10339	1998	2009
32560	2001	2010
20180	2000	2011
35427	2003	2011
54464	1996	2012
63803	2006	2011
100782	2005	2011
30885	2001	2010
63381	2007	2012
10757	2007	2012
46889	2004	2009
98285	1998	2004
83137	1999	2010
38753	1995	2010
14468	1988	2003
37089	2007	2012
68755	2000	2008
15256	2006	2012
97391	1994	2002
56517	2002	2011
78530	2003	2012
24339	1989	2006
26816	2000	2011
62546	2007	2012
56119	2001	2008
41978	2002	2012
54476	1996	2012
27216	2004	2011
75678	2001	2006
82261	2007	2012
749	2003	2011
86057	1996	2005
34207	2000	2009
30072	2007	2012
46905	1991	2008
7588	1996	2003
54482	2001	2008
9524	2002	2009
65457	2001	2011
45248	2004	2012
24788	1996	2007
63001	1997	2005
22675	2001	2009
19804	1995	2005
16496	1995	2006
95750	2000	2010
21825	1995	2005
30487	2002	2007
75690	2000	2008
82277	2004	2012
21831	1997	2010
29251	2006	2011
63011	2007	2012
40021	2004	2009
6007	1998	2012
87986	2001	2007
80621	2000	2006
60148	2005	2012
1170	2007	2012
101589	2004	2009
101992	2006	2012
99546	1998	2009
56141	2005	2011
88392	2004	2012
59763	2004	2012
80224	2000	2011
359	1996	2006
74914	2004	2012
59367	1998	2012
88001	2006	2012
77315	1990	2012
72420	2005	2012
72421	1999	2007
50115	2004	2012
67552	1998	2011
50900	1999	2010
88012	2006	2011
9958	2000	2007
86472	2005	2011
26447	2004	2010
36336	1999	2004
52555	2001	2010
25661	2005	2012
67116	2003	2012
21475	2006	2012
6449	2003	2009
97015	1997	2006
71209	2002	2010
14530	2000	2010
88020	2007	2012
65105	2007	2012
12888	1997	2011
64691	1999	2004
38385	2006	2012
18556	2000	2010
5251	2005	2010
4825	2000	2010
98766	2006	2011
798	1999	2007
63877	2007	2012
88029	1981	2003
12897	2004	2009
56177	2005	2011
23565	1994	2004
57793	2002	2012
46950	1994	2011
86890	2007	2012
58195	2000	2007
68429	2005	2012
62207	2003	2011
84458	2005	2011
49711	2004	2011
40473	2002	2011
51764	1985	2008
64715	2007	2012
97902	2002	2010
5677	1994	2000
64321	1996	2004
31417	2001	2007
79030	2002	2011
90488	2000	2011
75751	2000	2009
63073	2005	2011
89305	2006	2011
99582	2000	2010
35105	1993	2008
38842	2000	2008
49303	2006	2012
60200	2004	2010
35523	2002	2012
31818	1999	2005
44533	1999	2011
46135	2007	2012
96235	2002	2010
24415	2007	2012
88456	1999	2010
17788	2000	2012
88055	2006	2012
86144	2003	2011
1238	2002	2011
35110	1997	2009
90117	2003	2009
10012	2007	2012
74135	2004	2011
53003	2002	2008
45316	1989	2012
22742	1990	1999
67619	2000	2010
37592	1999	2011
79873	1997	2008
95409	2005	2010
34297	2005	2011
46975	2007	2012
25317	1999	2010
38014	2005	2011
38431	1998	2009
24008	1994	2012
69646	2006	2012
24441	2004	2009
428	1996	2011
56637	2007	2012
24015	2004	2012
69253	2003	2012
68466	2004	2010
31842	1997	2010
101289	2000	2009
61843	2004	2010
70043	2002	2012
30168	2007	2012
45333	2005	2011
90518	1999	2005
64745	1997	2010
94160	1999	2005
55415	1998	2004
28510	2007	2012
82837	1997	2008
19897	1995	2007
6959	1998	2003
43306	1999	2009
52214	2005	2010
63124	2006	2011
13388	2005	2012
53423	2004	2012
78228	2002	2011
101689	2001	2010
28112	2005	2011
49762	2006	2011
92492	2006	2011
76630	2000	2011
93749	1988	2012
23633	1987	2011
95004	2001	2010
2072	2002	2010
33121	2001	2008
78245	2000	2005
24056	2004	2010
52652	2002	2011
5339	1992	2002
6139	2000	2006
92922	1987	2002
97548	2004	2012
21178	2004	2012
79096	1981	2001
49376	1994	2008
93354	2006	2011
84948	1989	2005
12566	1989	2005
86601	1996	2003
42548	2001	2008
90560	2006	2011
83730	1999	2012
100074	2003	2009
75028	2000	2009
89383	2000	2007
51028	1992	2006
40171	1995	2002
6985	2003	2008
49384	1998	2005
31904	2002	2012
16655	2005	2010
11789	2003	2008
36016	2003	2010
97137	1991	2008
68919	1991	2004
33984	2007	2012
34382	2006	2011
57894	2007	2012
37672	2006	2012
38509	1998	2006
29005	2004	2011
28581	1994	2008
59913	2007	2012
17888	2002	2012
21212	1992	2010
15837	2000	2007
55063	2006	2011
100567	2004	2012
73019	1994	2001
84151	2004	2009
3742	2001	2011
932	2007	2012
1733	1987	2011
19983	1997	2008
21220	2000	2011
52279	1992	1997
40620	2006	2012
84574	1997	2011
95066	2003	2012
76691	1988	2006
53106	1998	2008
59943	1989	2004
98037	2003	2009
6622	1999	2005
3756	2000	2005
62361	2002	2007
77097	2004	2010
19165	2003	2008
79163	2004	2012
4180	2003	2009
100151	1997	2004
89047	2004	2011
47896	2000	2006
71770	2004	2012
57951	1991	1998
25440	2000	2008
33627	2006	2012
79578	2000	2010
38568	1996	2002
98076	2005	2011
70974	2001	2010
93852	2006	2011
5429	2000	2005
27416	2005	2011
32380	1994	2009
79594	1993	2006
64068	2000	2011
101039	2005	2012
35669	2002	2008
51911	2007	2012
47111	2006	2012
13489	2007	2012
89484	1998	2012
51532	1992	2006
52746	1997	2011
4214	2003	2011
65696	2006	2011
11018	1999	2005
17944	2007	2012
84222	2002	2010
24596	2006	2011
31153	2002	2008
90654	2005	2012
30323	1998	2007
26253	1995	2000
69403	1986	2008
90271	2004	2010
22929	2001	2012
74320	2003	2012
89091	2006	2011
45084	2007	2012
16327	1999	2011
23753	2003	2009
59204	2000	2010
55993	2001	2011
49103	2007	2012
91845	2001	2007
43865	2005	2010
41842	2002	2012
44283	2005	2012
8966	2006	2011
89893	2005	2011
50349	2004	2012
15520	2004	2011
11889	2005	2012
57610	1997	2009
29113	1992	1997
97686	1999	2011
9813	2005	2010
65723	2003	2008
12292	2003	2009
34892	1990	2012
61199	2000	2007
93488	1998	2005
64930	1998	2009
19676	2004	2009
74353	2006	2011
10631	2005	2011
6723	2003	2010
8982	2002	2009
72262	1994	2012
52794	1994	2009
101099	1999	2007
38631	1998	2007
58815	2004	2009
10242	2001	2011
7111	2003	2012
87883	2007	2012
91097	2006	2011
47584	2003	2010
36979	2007	2012
96861	2000	2008
81337	1997	2003
62450	1995	2012
32457	2005	2011
82607	1996	2006
83873	1997	2003
23807	2002	2009
73145	2006	2012
57650	2005	2010
60818	1995	2009
29561	2004	2012
71085	2003	2012
1070	1998	2007
59263	2007	2012
85967	2004	2010
27497	2007	2012
77207	1991	2002
40327	2001	2010
61652	2004	2012
46811	2004	2011
72740	2004	2010
673	2006	2011
87533	2000	2011
67005	2005	2012
93972	1989	2006
101502	1994	2002
82640	2004	2010
50409	2002	2008
29169	2004	2010
78041	2003	2011
33729	2000	2006
7524	1996	2001
45179	2006	2011
17633	2005	2011
85995	1996	2006
9053	2005	2011
42316	2007	2012
61256	2007	2012
30841	2006	2011
1510	1992	2007
69084	2007	2012
78477	1999	2007
82655	2000	2006
23012	2004	2010
46845	1990	2001
28760	2000	2008
9882	2003	2009
24300	1996	2007
64198	2002	2008
35394	1985	2008
5559	1997	2003
83924	2003	2008
97776	2007	2012
56913	1996	2010
40362	2005	2011
62514	2004	2009
90765	2007	2012
5955	2007	2012
52043	2002	2007
84752	1994	2001
42769	2004	2009
283	2003	2008
44394	2006	2011
23461	1998	2012
16026	2006	2012
43570	2003	2011
71143	2001	2006
90387	1999	2009
88337	2003	2011
4360	1999	2009
11167	2005	2012
23879	1992	2003
46866	2000	2007
25207	2002	2007
62528	1994	2012
93594	2007	2012
58122	2007	2012
96540	2000	2010
27183	1997	2005
76875	2000	2006
77681	2002	2008
93184	2004	2011
100772	2006	2011
77688	1982	2007
15634	2001	2007
73213	2002	2012
7564	2003	2011
39133	2004	2010
101187	2001	2011
90400	1995	2009
53296	2006	2011
90017	2002	2008
41967	1990	2000
83136	2005	2011
22223	1995	2002
67071	2004	2011
25992	1998	2007
101570	1998	2004
50476	2001	2006
96962	2004	2011
74055	1991	2012
5988	1990	2008
94877	1996	2007
100791	2002	2011
93203	2005	2010
96130	2007	2012
56520	2006	2012
79357	2007	2012
41218	1998	2009
95738	2004	2012
84381	2004	2011
69553	2007	2012
55308	2001	2008
37515	2007	2012
14485	2004	2012
80216	1981	2003
60522	2002	2012
32162	2000	2008
91593	1994	2008
98304	2007	2012
3550	2007	2012
99107	1997	2007
62162	1991	1998
90825	1993	2008
16910	2004	2010
54897	2003	2012
71191	1998	2008
99117	2003	2011
37527	2007	2012
22258	1998	2009
6866	2000	2008
29264	1992	2001
28409	1994	2010
46073	2006	2011
4420	2004	2009
101999	2006	2012
62174	2003	2012
41618	2006	2012
50113	2004	2011
46918	1995	2006
83177	1987	2000
65489	1999	2010
42825	2000	2008
77730	2003	2008
68786	2005	2012
30098	2006	2011
51311	2003	2010
54131	1998	2011
91233	2001	2007
9158	2002	2010
72013	2002	2008
5233	1998	2008
90452	2000	2008
73270	1997	2002
81496	1996	2009
90847	1999	2006
36739	1992	2004
39201	2007	2012
94510	2006	2012
85265	1997	2012
5649	2006	2011
22287	2005	2010
16540	1997	2011
84434	2003	2012
70806	2005	2010
98762	2002	2008
95792	2003	2012
59785	1999	2011
35884	2005	2012
58973	2004	2012
98767	1997	2006
17348	2004	2009
26863	2001	2010
49692	2005	2011
94930	2001	2008
26864	1999	2008
79019	2006	2012
99980	2003	2009
53368	2005	2012
68004	2005	2011
41649	2006	2011
46111	2003	2009
5668	2005	2010
51758	2001	2012
33047	2002	2012
8386	2003	2008
45298	1991	2007
69215	1998	2007
38405	2004	2009
52164	1996	2008
88044	1994	2004
76563	1998	2006
23981	2003	2012
95814	2005	2011
41284	2006	2012
37159	1998	2011
42870	1995	2004
4459	2002	2008
90105	2005	2011
49300	2005	2011
32652	2000	2010
97909	1987	2011
59410	2005	2010
92439	1992	2004
59817	1996	2006
92051	1994	2006
100467	1980	2003
35118	2002	2008
10836	1989	2008
94561	1991	2004
57060	2003	2010
71634	1999	2006
95425	2007	2012
15342	2004	2011
72485	2006	2011
63495	2001	2009
34306	1992	2003
70439	1990	2000
73320	2001	2011
28935	2003	2008
50977	2007	2012
3224	1997	2012
56220	1989	2004
72936	1998	2012
21536	1996	2002
6952	1981	2003
72096	2000	2011
9233	2001	2006
22353	1996	2001
12966	2005	2011
19898	2004	2009
58649	2003	2009
22776	1999	2011
89350	1991	2006
6117	2004	2012
94587	2005	2012
88098	2002	2010
52215	2004	2011
78227	2007	2012
63126	2001	2006
69273	1993	2008
50187	2001	2009
52640	2006	2012
37628	2001	2008
77012	2006	2012
57101	2006	2012
61872	1998	2003
60644	1990	1996
69676	1989	2006
38048	2000	2007
79913	2005	2011
19087	1996	2001
46620	1998	2006
65990	2001	2010
54249	2007	2012
75822	2002	2012
95019	2003	2009
38487	2001	2007
74198	2003	2012
25367	2000	2011
14617	2002	2009
98439	2003	2010
95473	2006	2012
6979	1999	2007
46205	2004	2010
89385	1982	2002
63550	1980	2003
72986	2000	2010
92106	2007	2012
12577	2007	2012
79521	2006	2012
15408	1999	2008
77862	2002	2010
77046	2001	2011
100966	2000	2009
93371	2003	2011
63157	2007	2012
67705	2005	2010
92534	2001	2007
19558	2001	2008
18668	2003	2009
45005	2007	2012
44161	2005	2010
3727	2007	2012
85387	2006	2011
61094	2000	2009
32319	1997	2007
50230	2003	2012
54278	1989	2008
83333	1985	2002
57907	2006	2011
8895	2004	2012
42578	2001	2009
56293	1993	2004
67726	2005	2010
36469	2006	2011
59508	1991	2012
19978	2002	2011
95057	1998	2009
16255	2004	2011
20826	2004	2011
59113	1990	2011
71734	1998	2007
87787	2005	2011
39785	2006	2011
62754	1991	2009
107	1987	2001
9730	2006	2012
9731	2006	2011
81208	1997	2005
57924	2004	2010
99313	1998	2010
100583	2004	2012
946	2005	2012
89432	1998	2008
25801	2000	2009
62346	1999	2012
30688	2004	2012
13843	2002	2011
26189	2007	2012
46679	2003	2008
68576	2005	2012
57180	2002	2011
81225	2007	2012
16282	2002	2008
24137	2005	2012
56747	2005	2011
27788	1996	2004
39400	2006	2012
51507	2002	2008
37720	1997	2003
17114	2000	2011
67324	2004	2011
62375	2005	2010
72199	1995	2004
52319	2006	2011
16714	1993	2010
47908	1995	2001
32820	2005	2010
78346	2001	2009
68181	2000	2012
72209	2001	2010
91037	1992	2010
27817	2004	2009
63218	2006	2011
19624	2006	2012
36516	2000	2011
41439	2004	2011
62401	2004	2012
97229	2000	2005
64882	2002	2010
591	1991	1998
57225	2002	2009
60350	1994	2006
90657	2003	2009
77533	2005	2011
5844	2001	2008
25055	1986	2008
601	2007	2012
71818	1997	2004
73902	1997	2002
36120	1994	2004
2564	2003	2008
25470	1988	1995
95152	2007	2012
84242	2001	2011
50742	2003	2008
8967	2002	2007
62010	1997	2011
51553	2005	2011
18363	2006	2011
5034	2007	2012
33659	1999	2007
66946	2007	2012
73917	2002	2009
28672	2003	2010
27856	1995	2010
69015	2007	2012
52383	2006	2011
93910	2005	2010
9811	2006	2011
3824	2000	2005
42243	2000	2010
69019	2002	2007
6290	2001	2006
21691	1989	2011
10230	1988	1995
45102	2005	2010
65340	2004	2012
73517	2004	2011
25878	1998	2008
76365	2006	2011
39892	2005	2012
77578	2005	2010
88674	2002	2007
35330	1993	2012
50772	1998	2012
4270	1990	2008
4672	2005	2012
1857	1993	2003
69829	1997	2011
11080	1998	2010
13551	2002	2011
9403	2007	2012
100269	1997	2005
93075	2001	2011
24242	1995	2010
37812	2005	2012
39905	2001	2012
88686	2004	2010
46791	2006	2011
70243	2000	2010
25116	1993	2012
59623	2003	2011
100276	2005	2011
66981	1992	2006
56848	1993	2004
55182	1997	2006
93954	1999	2009
87900	1993	2008
45142	1997	2008
41134	2007	2012
54401	2006	2012
47984	1990	2005
74793	1999	2010
98646	1999	2008
31687	2003	2009
14401	2004	2012
86350	2004	2012
11102	2005	2012
32479	1998	2012
99028	2004	2011
84309	1992	2003
27112	2004	2011
27113	2005	2012
42734	2001	2010
91117	2005	2012
95242	1998	2008
59284	2002	2007
39514	2004	2010
68278	2003	2012
43924	2001	2010
50014	2006	2012
2252	1994	2000
13594	2003	2011
39943	2006	2012
46832	2004	2011
86369	2000	2007
9455	2004	2012
84330	2005	2011
83512	2001	2006
63327	2002	2010
19742	2007	2012
58081	2001	2009
99471	2004	2009
5140	2006	2011
36650	1998	2006
56478	2002	2008
25567	2000	2008
74013	2003	2008
9473	2004	2012
45200	2002	2010
29198	2003	2008
43953	2006	2012
713	2001	2012
15612	2001	2012
59695	2001	2012
55681	2002	2010
15227	2000	2011
42356	2003	2010
54061	2004	2012
65014	2004	2012
8292	1991	2006
18463	2007	2012
94019	1993	2000
71941	2005	2010
17678	2003	2009
718	2006	2012
6807	2001	2009
58117	1997	2009
35001	2002	2012
35002	2004	2011
54068	1994	2000
44819	2000	2005
43169	1981	2004
78079	2006	2012
55690	2003	2011
51251	1992	2006
32963	2006	2012
10331	2005	2010
62963	1993	2003
87588	1981	2001
35820	1981	2003
79765	2005	2012
89224	2004	2010
81447	1994	2004
69535	1997	2006
68740	1999	2007
18477	2003	2010
21797	2000	2012
49209	2007	2012
27979	2000	2008
65046	2007	2012
19378	1998	2010
9909	2006	2011
7572	1988	2007
37495	2003	2008
32570	2001	2007
6402	2003	2012
37497	2006	2011
34637	2005	2012
39145	2005	2011
26812	1998	2012
98709	2000	2008
78954	2001	2011
3115	1999	2006
87232	1997	2006
79787	2006	2012
20687	2002	2011
14477	2002	2012
46899	2006	2011
28822	1999	2006
25249	1991	2005
69144	2005	2010
3548	2007	2012
31761	2000	2006
13650	2007	2012
101579	1998	2003
98298	1996	2002
49646	1989	2001
99102	2007	2012
12841	2007	2012
75306	2003	2012
11210	2006	2011
94895	1991	2001
71181	1981	2001
24356	2005	2011
49658	2006	2011
63016	1999	2006
52112	2000	2005
73666	2003	2011
71559	2003	2008
62570	2001	2008
100391	1993	2001
46509	2006	2012
8739	2003	2009
55744	2002	2011
87628	2001	2008
99959	1997	2004
22265	2001	2010
58952	1996	2005
44021	2001	2009
2336	2006	2011
35865	1987	2009
31786	2000	2006
14521	1995	2010
35866	2004	2009
54514	2004	2012
21845	2007	2012
34231	2002	2009
61337	1991	1998
84008	2000	2012
30104	2005	2012
11661	2004	2011
56155	1995	2005
27248	2006	2011
62586	1999	2005
84424	1999	2004
101611	2000	2010
65877	2004	2009
40045	2007	2012
91621	2000	2005
99565	2003	2009
63046	2006	2012
14117	1997	2007
93655	2002	2010
48104	2005	2011
31795	1992	2004
86480	2004	2011
79837	1996	2006
32623	2003	2008
92836	2006	2012
51329	2007	2012
35889	1995	2008
26037	1999	2010
35501	2002	2009
33042	2004	2012
94931	2003	2011
16965	2000	2007
85279	1987	2001
39651	2003	2011
23560	1993	2001
54938	2006	2012
74114	2000	2010
21107	2006	2012
52984	2003	2009
16970	2003	2008
40912	1999	2010
18564	2000	2011
58198	1999	2007
38403	1995	2011
39230	2007	2012
23128	1993	2012
24846	1988	2000
37573	1996	2002
35903	1996	2011
17778	2005	2011
9996	2006	2011
48121	2004	2012
57802	2005	2010
92040	2006	2011
101259	2004	2012
14936	1993	2001
36356	1998	2008
18575	1998	2009
84046	2007	2012
2787	1999	2009
78173	2005	2010
36360	2004	2012
24856	1998	2012
71234	2005	2011
814	2002	2009
14153	1998	2003
36365	1996	2002
52997	1998	2007
28068	1993	2007
96234	1991	2001
47363	2006	2012
12091	2004	2012
66335	2002	2007
53382	2002	2007
27279	2005	2011
37585	2003	2012
54558	2007	2012
89732	2001	2006
22740	2004	2012
22317	2007	2012
37589	1998	2003
63090	1996	2005
2802	2004	2012
33074	1999	2005
2804	1980	2003
15752	1998	2011
61837	2005	2012
30992	2006	2011
44549	1995	2011
61014	2006	2011
65948	2003	2010
51788	2003	2009
32260	2001	2009
70451	2007	2012
84086	2000	2012
63114	2000	2009
67651	1987	2002
21149	1989	2009
68869	2002	2008
15376	1994	2008
35957	2006	2012
92483	2003	2012
84912	2004	2010
28521	2007	2012
64756	2002	2010
60249	1996	2009
34761	2000	2010
80327	2002	2008
68494	2006	2011
89362	1992	2004
100511	2003	2011
10478	1992	2003
882	2000	2006
74598	2004	2009
64382	2004	2011
15791	1994	2008
72532	2005	2010
92919	2003	2009
2854	2005	2011
68086	1993	2002
59471	2000	2005
84941	2006	2012
19923	2004	2009
67680	1995	2009
101712	2005	2010
86196	1998	2005
42942	2005	2012
40992	2005	2010
31498	1994	2003
10080	1996	2007
55871	2003	2009
88133	2003	2009
21581	2003	2010
499	1982	2002
76248	1994	2008
50639	2002	2010
44609	2006	2011
75433	2003	2008
87757	2004	2010
99683	1997	2012
81175	2005	2012
2481	2003	2010
21988	2004	2010
84134	2004	2009
79126	1997	2006
72148	2003	2010
920	2006	2012
44171	2001	2006
7365	2007	2012
10106	1996	2003
18285	2001	2012
5782	1994	2001
1737	1992	2003
84573	1998	2007
44190	2003	2008
36046	1997	2010
25409	2003	2008
96750	2002	2008
44651	1994	2004
54297	1993	2009
15455	1999	2007
86659	2005	2012
67299	2007	2012
7778	1990	2008
92149	2002	2010
49451	1994	2007
84184	2000	2008
11416	1995	2011
69369	1990	2009
4973	2002	2010
98055	2001	2007
93420	2001	2012
21253	1997	2002
11838	2004	2009
94264	2006	2011
23713	2005	2010
36901	2006	2012
76709	2005	2012
101399	1999	2010
88190	2007	2012
60330	1999	2007
89850	2001	2012
9765	2002	2007
17529	1996	2012
4992	2007	2012
52321	1998	2004
59558	2001	2007
61156	2006	2012
67331	2000	2011
87451	2004	2012
73469	2006	2012
48680	1996	2008
79193	2001	2007
53139	1990	2008
91043	1994	2002
26628	2007	2012
91409	2006	2012
82967	2007	2012
73872	2003	2008
50721	2007	2012
72651	2006	2012
74701	2007	2012
95563	2000	2009
