fxID	minYear	maxYear
51216	2004	2018
51218	2003	2018
51221	2001	2017
51223	1996	2014
51224	2004	2017
51232	2001	2018
51236	1989	2004
51239	2005	2017
51240	2006	2018
51241	1994	2018
51251	1992	2018
51252	2003	2018
51266	1994	2007
51278	2001	2017
51282	2002	2018
51283	2007	2017
51286	2006	2018
51290	2007	2018
51298	1982	2018
51301	2006	2017
51305	1989	2010
51306	2007	2018
51311	2003	2016
51329	2007	2017
51332	2002	2016
51337	1999	2018
51341	2004	2017
51342	1991	2017
51343	2005	2017
51349	2007	2018
51350	2006	2017
51358	1994	2017
51362	2005	2018
51363	1984	2014
51364	1989	2018
51371	2003	2017
51377	2005	2017
51384	1986	2018
51385	1999	2013
51391	2001	2017
51394	1985	2005
51411	2004	2014
51413	2000	2016
51418	2005	2018
51433	2000	2015
51435	2001	2018
51456	1992	2017
51474	1988	2002
51481	1990	2018
51484	1996	2018
51498	2003	2018
51507	2002	2017
51514	2001	2018
51515	1996	2017
51517	2005	2017
51521	1999	2017
51523	1995	2018
51528	2003	2013
51532	1992	2018
51547	1995	2016
51553	2005	2017
51554	2005	2017
51559	2001	2018
51561	2006	2018
51562	2005	2015
51573	1997	2012
51574	2001	2018
51580	1999	2018
51587	1990	2018
51609	2006	2017
51612	2004	2017
51619	1991	2018
51626	2000	2018
51635	1985	2017
51647	1995	2017
51675	2003	2018
51681	1999	2014
51683	1991	2018
51686	2002	2018
51687	1995	2010
51691	2004	2018
51698	2006	2018
51701	1994	2018
51706	2004	2018
51715	2007	2017
51721	1990	2018
51729	2002	2017
51739	2004	2014
51743	2006	2017
51744	2001	2018
51748	1994	2008
51758	2001	2017
51764	1985	2017
51767	1993	2017
51788	2003	2017
51793	1997	2015
51794	2004	2017
51803	2005	2018
51804	2006	2017
51808	2004	2018
51817	1992	2018
51821	2005	2016
51824	2003	2017
51833	1998	2017
51841	1993	2018
51842	1992	2017
51846	2001	2018
51847	1994	2017
51860	2004	2016
51866	2006	2017
51877	2003	2017
51880	2007	2018
51894	2003	2017
51911	2007	2018
51912	2002	2018
51914	1988	2002
51916	1997	2018
51922	1990	2017
51942	2007	2017
51945	2001	2012
51947	1996	2015
51948	1996	2018
51957	1995	2010
51967	2004	2018
51971	2006	2018
51975	2007	2017
51984	2001	2018
51985	2000	2017
51997	2005	2017
51999	2001	2017
52001	2007	2017
52019	2006	2017
52022	2003	2017
52024	1997	2017
52029	2002	2018
52033	2005	2018
52036	2003	2015
52038	2005	2018
52041	2003	2017
52043	2002	2018
52051	1987	2018
52070	1999	2017
52080	2006	2016
52086	1989	2017
52089	2004	2017
52090	2002	2018
52092	1997	2015
52103	2007	2017
52109	2004	2017
52110	1999	2010
52112	2000	2015
52114	2005	2015
52128	2007	2018
52138	1993	2010
52155	1988	2017
52164	1996	2017
52165	2002	2017
52168	2006	2017
52171	1999	2018
52173	2005	2018
52180	1993	2018
52186	2004	2017
52187	2005	2018
52204	2001	2013
52207	2005	2017
52209	2005	2018
52212	2002	2017
52214	2005	2018
52215	2004	2018
52217	2007	2017
52218	2004	2015
52220	2002	2017
52221	2003	2017
52229	1993	2018
52251	2006	2018
52258	1999	2015
52270	1995	2018
52279	1992	2018
52290	1996	2017
52293	1998	2018
52301	2005	2017
52314	1994	2018
52317	2003	2017
52319	2006	2016
52321	1998	2018
52332	1999	2009
52334	1990	2018
52337	2006	2018
52348	1999	2017
52349	1986	2016
52353	2003	2018
52360	2007	2017
52364	1995	2011
52381	2003	2015
52383	2006	2017
52386	2005	2017
52393	2005	2017
52397	2000	2016
52400	1997	2017
52401	2005	2017
52405	2004	2018
52411	2004	2017
52413	2003	2017
52416	2007	2017
52428	1989	2010
52429	1995	2017
52433	2003	2018
52446	2005	2017
52453	2006	2018
52454	2003	2018
52468	2005	2018
52470	2005	2016
52472	1983	2018
52486	1994	2010
52503	1999	2018
52513	2006	2018
52517	2006	2017
52521	2007	2017
52536	2003	2016
52537	2006	2017
52542	2003	2017
52551	2003	2017
52553	1986	2015
52555	2001	2017
52557	2001	2017
52560	2006	2018
52573	1987	2017
52581	1993	2018
52584	2006	2017
52598	1998	2008
52613	2006	2017
52614	2006	2016
52628	1989	2017
52634	2003	2017
52640	2006	2018
52645	1998	2017
52651	1986	2018
52652	2002	2014
52655	2007	2017
52658	1998	2018
52661	2004	2018
52669	2000	2017
52671	2007	2017
52675	2001	2016
52678	2006	2017
52682	1987	2009
52685	1999	2017
52691	1996	2017
52695	2005	2015
52698	1991	2018
52699	2004	2016
52704	2003	2018
52710	2006	2016
52718	2001	2013
52729	2005	2018
52732	2002	2018
52745	2006	2017
52746	1997	2017
52747	1996	2010
52755	2004	2018
52764	1990	2008
52766	2006	2016
52771	2000	2018
52774	2005	2017
52777	2003	2014
52788	2005	2018
52794	1994	2017
52809	2007	2018
52812	2001	2017
52814	2007	2018
52817	2001	2018
52825	2002	2018
52828	1994	2018
52853	1997	2007
52865	2001	2017
52867	2007	2018
52869	1992	2016
52870	1997	2018
52876	2005	2017
52877	2007	2017
52889	2006	2018
52903	2002	2015
52904	2001	2017
52920	2005	2018
52922	1993	2014
52924	2002	2017
52932	1999	2012
52933	2002	2017
52936	1998	2011
52937	1997	2016
52942	1987	2009
52951	2007	2017
52952	2006	2017
52963	2000	2017
52965	1999	2018
52982	1999	2018
52983	1996	2017
52984	2003	2017
52997	1998	2017
52998	2007	2017
53002	1994	2018
53003	2002	2018
53020	2004	2017
53040	2005	2018
53044	1997	2018
53049	2001	2018
53058	1990	2018
53060	2004	2017
53063	2000	2013
53082	1999	2018
53083	2000	2018
53089	2006	2018
53093	1998	2018
53101	1994	2018
53102	2004	2018
53106	1998	2011
53107	2003	2013
53108	1997	2018
53118	2002	2016
53119	2002	2018
53133	2007	2017
53139	1990	2012
53146	2002	2017
53149	1993	2017
53157	2000	2018
53169	2004	2018
53179	1999	2018
53182	2002	2017
53186	2001	2017
53199	1986	2017
53208	2006	2016
53224	2006	2017
53236	2005	2018
53242	1999	2013
53252	2005	2017
53258	1989	2010
53260	2002	2016
53275	1999	2017
53287	1988	2018
53293	2000	2017
53296	2006	2017
53298	1998	2010
53308	1997	2009
53312	1998	2018
53316	2003	2017
53317	1998	2018
53323	2003	2017
53329	2005	2018
53343	2001	2018
53349	2006	2017
53352	2003	2014
53362	2005	2017
53366	2005	2018
53368	2005	2018
53375	2006	2018
53380	1986	2018
53382	2002	2017
53385	2006	2018
53398	2004	2017
53406	1989	2018
53407	1986	2018
53423	2004	2018
53429	2003	2017
53440	2002	2018
53444	2005	2016
53455	1996	2018
53461	2004	2017
53464	1996	2017
53469	2003	2017
53473	1998	2018
53489	2005	2018
53490	1996	2011
53497	2002	2018
53503	2007	2017
53504	1998	2018
53510	1997	2018
53513	2007	2017
53514	1997	2012
53522	2007	2017
53530	2005	2018
53533	2007	2018
53535	1998	2018
53544	2006	2017
53554	1999	2018
53555	2006	2018
53576	2006	2018
53582	2007	2018
53585	2007	2017
53600	2000	2013
53604	2004	2018
53622	1985	2005
53624	2002	2016
53634	1997	2017
53666	1999	2018
53667	1997	2017
53669	2007	2017
53682	2000	2017
53683	2004	2018
53688	1999	2012
53695	1998	2018
53700	2004	2018
53706	2006	2017
53707	1999	2017
53713	2006	2017
53739	2002	2018
53740	1998	2017
53761	2006	2018
53780	2007	2017
53782	1991	2018
53783	1995	2005
53790	1999	2010
53791	1999	2013
53797	2007	2017
53802	1999	2017
53804	2004	2017
53807	2000	2018
53812	1994	2004
53817	2006	2016
53826	2004	2017
53833	1995	2009
53834	2006	2017
53836	1998	2018
53839	1993	2012
53841	1998	2018
53881	2001	2016
53884	2002	2013
53896	2003	2018
53897	1991	2017
53899	2001	2018
53903	1999	2015
53918	1997	2013
53930	2007	2018
53934	2004	2018
53938	1990	2018
53946	1993	2015
53962	2006	2016
53965	2003	2017
53968	2005	2017
53971	2007	2017
53974	1985	2018
53982	2007	2017
53986	2000	2017
53987	2006	2016
53991	2007	2017
53993	1998	2017
53999	2005	2017
54006	1986	2018
54009	2000	2017
54022	2003	2017
54027	1997	2011
54034	1995	2017
54048	2002	2017
54054	2002	2017
54061	2004	2017
54064	1997	2016
54065	1988	2017
54067	1987	2017
54068	1994	2018
54077	2007	2017
54080	2004	2018
54089	2006	2018
54092	2003	2018
54095	2005	2017
54097	1994	2017
54100	2002	2018
54102	1995	2017
54108	2006	2017
54121	1993	2008
54123	1994	2018
54130	2004	2016
54131	1998	2018
54140	2004	2018
54149	1989	2018
54151	2003	2018
54155	2004	2017
54164	1997	2016
54173	1993	2018
54186	2006	2018
54191	2006	2018
54193	1998	2017
54227	1995	2016
54236	1996	2009
54245	1995	2018
54249	2007	2018
54258	2006	2018
54259	1983	2018
54277	2002	2015
54278	1989	2013
54279	2006	2018
54282	2004	2018
54294	2007	2018
54297	1993	2018
54305	1994	2018
54307	2004	2014
54314	1997	2018
54322	1988	2018
54324	2004	2017
54332	2004	2017
54338	2000	2017
54344	1981	2018
54349	1988	2010
54360	1996	2018
54363	1993	2018
54383	2003	2017
54384	1996	2006
54385	2006	2017
54389	1999	2018
54390	1999	2018
54401	2006	2018
54403	2007	2018
54407	1984	2002
54435	1992	2016
54436	1994	2014
54439	2001	2017
54440	2007	2018
54441	2006	2017
54449	2000	2017
54452	1992	2018
54460	2000	2017
54461	2006	2017
54464	1996	2018
54469	2005	2016
54476	1996	2018
54480	1995	2017
54482	2001	2018
54493	2002	2017
54495	2005	2017
54500	1998	2018
54501	2004	2018
54503	2005	2016
54514	2004	2016
54515	2003	2018
54520	2000	2017
54538	2006	2018
54544	1988	2018
54545	2006	2017
54549	2005	2018
54558	2007	2018
54560	2004	2018
54563	2006	2018
54572	2003	2018
54581	2006	2018
54585	2002	2018
54590	2003	2018
54593	1999	2018
54601	2002	2017
54623	2007	2018
54629	2007	2017
54646	2005	2018
54656	1997	2011
54683	2006	2018
54714	1993	2018
54723	2000	2014
54731	2002	2017
54740	1995	2015
54741	2001	2017
54742	2006	2017
54746	2002	2017
54748	2005	2016
54750	2002	2017
54755	2005	2018
54771	1991	2018
54778	1998	2018
54779	2003	2017
54780	1994	2014
54791	1991	2018
54792	1997	2016
54798	2002	2017
54799	2006	2017
54807	1995	2018
54814	2007	2018
54816	2004	2017
54817	2002	2018
54819	1997	2017
54820	2001	2015
54825	2007	2017
54828	2006	2018
54835	2005	2017
54853	2003	2017
54866	1992	2018
54867	1996	2018
54877	2004	2018
54881	1994	2017
54882	2004	2017
54883	2003	2018
54893	1986	2018
54896	2002	2017
54897	2003	2013
54906	1986	2017
54907	1992	2018
54912	1999	2010
54918	1991	2017
54937	2005	2016
54938	2006	2017
54945	1989	2018
54947	2006	2018
54951	1994	2018
54961	2004	2017
54969	2004	2016
54979	2002	2016
54983	2006	2018
54985	2002	2016
54998	1986	2017
55000	1999	2018
55014	2007	2018
55023	2006	2018
55028	2005	2017
55031	2007	2017
55033	2005	2018
55035	2007	2018
55039	2004	2017
55040	2002	2017
55056	1988	2018
55058	2000	2018
55063	2006	2017
55064	2006	2017
55066	2006	2018
55072	1992	2016
55079	1985	2018
55080	2005	2016
55090	2003	2018
55091	2006	2018
55092	1990	2017
55095	2001	2018
55096	1994	2014
55101	2006	2016
55107	2006	2017
55115	2007	2017
55134	1993	2011
55135	2004	2015
55140	2006	2018
55149	1993	2017
55151	2002	2018
55152	2002	2019
55154	2004	2015
55180	1996	2018
55182	1997	2017
55183	1998	2018
55191	1981	2017
55192	2006	2016
55195	1987	2017
55200	2003	2013
55222	1995	2005
55233	2006	2017
55239	2006	2017
55256	1999	2015
55259	1999	2012
55294	2005	2017
55308	2001	2017
55314	2004	2018
55316	1990	2018
55318	2000	2018
55319	1998	2010
55325	1990	2018
55335	2001	2018
55340	1998	2014
55351	2005	2017
55362	2003	2013
55364	2006	2016
55374	2006	2018
55380	2006	2018
55387	2006	2017
55390	1998	2010
55392	1992	2018
55400	1988	2014
55402	1997	2017
55409	1998	2016
55410	2004	2014
55415	1998	2013
55427	1990	2017
55431	1993	2017
55444	1995	2010
55450	2000	2018
55470	2001	2017
55476	1990	2018
55484	2005	2017
55485	1994	2017
55491	2004	2018
55494	2000	2018
55498	2007	2018
55502	2006	2017
55520	2001	2018
55522	2001	2018
55524	2005	2017
55527	2000	2018
55538	2006	2016
55543	1998	2017
55544	1997	2016
55551	2000	2017
55553	1998	2018
55554	2003	2016
55563	2002	2017
55568	1993	2017
55571	2007	2017
55577	1994	2017
55578	2007	2018
55583	2002	2017
55594	2006	2018
55601	2007	2018
55602	2002	2018
55603	2005	2016
55613	2006	2018
55614	2007	2018
55621	2005	2017
55623	2007	2018
55624	1991	2018
55634	1987	2005
55644	1999	2010
55661	2006	2017
55670	2006	2017
55681	2002	2018
55688	1995	2017
55689	1997	2017
55690	2003	2017
55704	2001	2017
55721	2004	2017
55738	2001	2018
55741	1997	2017
55744	2002	2018
55756	1999	2017
55760	2001	2017
55765	2007	2018
55778	1995	2009
55782	2006	2017
55786	2004	2018
55801	1996	2013
55802	2003	2017
55813	1991	2002
55821	2004	2018
55832	2000	2018
55834	2003	2016
55841	2005	2018
55842	2005	2015
55845	1992	2017
55848	2000	2012
55871	2003	2018
55872	2006	2018
55880	2006	2018
55886	2007	2018
55887	2007	2018
55891	1995	2017
55892	1986	2018
55905	2002	2018
55921	2004	2017
55929	2004	2016
55932	2007	2017
55938	1999	2016
55942	2003	2017
55943	2003	2018
55948	2006	2016
55963	1992	2006
55970	1999	2010
55972	1998	2015
55973	2002	2016
55976	2002	2018
55977	2003	2015
55983	2003	2018
55990	2005	2018
55993	2001	2017
55996	1995	2014
56003	2000	2018
56005	1989	2018
56009	1997	2018
56011	1998	2018
56017	2006	2018
56025	1996	2018
56027	1991	2008
56033	1989	2018
56036	2003	2018
56037	1994	2016
56039	2006	2016
56044	2003	2017
56047	2006	2017
56050	2003	2016
56053	2006	2017
56062	1996	2018
56067	2001	2018
56069	2005	2018
56072	2003	2017
56080	2006	2017
56088	2003	2015
56092	1997	2012
56110	2003	2016
56112	2007	2018
56116	1992	2017
56119	2001	2018
56121	2002	2017
56141	2005	2016
56142	2006	2018
56148	2006	2017
56155	1995	2007
56156	2003	2018
56170	1998	2015
56177	2005	2017
56178	1999	2018
56182	2007	2018
56186	2006	2016
56191	1994	2018
56198	2006	2018
56210	2005	2017
56219	2002	2015
56220	1989	2018
56221	1989	2018
56222	2005	2017
56224	2002	2018
56240	2002	2017
56250	1993	2018
56251	1998	2018
56259	2000	2012
56260	2000	2017
56264	2005	2017
56267	1997	2017
56274	2001	2017
56287	1997	2017
56289	1995	2018
56292	1995	2018
56293	1993	2017
56297	2005	2016
56303	1995	2018
56307	1987	2010
56310	1993	2017
56326	2001	2017
56331	2002	2015
56338	1988	2018
56359	1997	2008
56369	2000	2017
56371	2006	2017
56380	2004	2017
56393	2006	2017
56405	2005	2018
56408	2004	2018
56426	2002	2018
56434	2001	2018
56439	1999	2017
56441	2004	2018
56446	2006	2017
56448	2007	2017
56465	1996	2018
56478	2002	2017
56480	2003	2015
56488	2005	2018
56503	1990	2018
56507	1993	2018
56511	2005	2018
56513	2007	2018
56517	2002	2017
56520	2006	2017
56534	2005	2017
56537	2006	2018
56539	1999	2017
56550	2004	2016
56565	1985	2017
56581	2002	2017
56587	1999	2018
56588	1990	2004
56607	1994	2011
56610	2000	2015
56613	2003	2014
56622	2003	2018
56627	2004	2014
56631	2004	2018
56637	2007	2018
56640	2004	2016
56641	2007	2018
56645	1996	2018
56659	1998	2018
56662	2006	2016
56664	2003	2018
56684	2003	2017
56686	1995	2018
56704	2007	2017
56707	2004	2018
56718	2006	2018
56732	2001	2014
56734	2006	2018
56737	2001	2016
56738	2005	2018
56744	2006	2017
56747	2005	2018
56759	2001	2017
56761	2004	2014
56763	2001	2018
56764	1997	2017
56765	2006	2018
56788	2007	2017
56797	2007	2017
56824	2006	2017
56831	2007	2017
56832	2007	2017
56835	1988	2012
56848	1993	2018
56859	2004	2014
56866	2007	2017
56869	1999	2018
56872	2004	2018
56878	2005	2016
56892	2001	2018
56898	2007	2017
56909	1999	2010
56910	2006	2018
56913	1996	2018
56932	2002	2018
56945	2004	2018
56949	2004	2018
56951	2005	2017
56972	2002	2012
56986	2002	2018
56989	2003	2018
56990	1997	2017
56991	1993	2018
56994	2002	2017
56997	2002	2017
56998	2002	2017
57001	2007	2018
57002	1985	2018
57008	2004	2017
57010	2003	2018
57011	1993	2017
57030	2006	2018
57033	2002	2012
57035	2004	2017
57039	1995	2018
57058	2003	2013
57059	1984	2015
57060	2003	2018
57062	2003	2018
57070	2002	2017
57072	2002	2017
57073	2003	2017
57074	2006	2018
57077	2006	2018
57080	1991	2013
57085	2006	2018
57088	1984	2018
57094	1999	2017
57095	1993	2018
57096	2005	2017
57101	2006	2018
57102	2004	2016
57103	2007	2018
57105	1996	2017
57108	1998	2014
57110	2007	2018
57113	2006	2017
57114	2001	2018
57119	1991	2012
57123	2007	2017
57132	1999	2010
57139	2000	2018
57142	2007	2018
57151	2004	2017
57152	2003	2018
57161	2004	2015
57163	2005	2017
57167	2005	2018
57173	2005	2017
57175	1989	2018
57176	1995	2017
57180	2002	2018
57184	2006	2017
57187	2005	2017
57202	2005	2017
57203	1999	2018
57204	1992	2018
57208	1999	2018
57225	2002	2018
57231	2000	2017
57232	2003	2016
57234	2002	2018
57242	2000	2013
57247	2002	2018
57257	1993	2017
57261	1997	2017
57262	2003	2018
57269	2004	2018
57281	1997	2018
57285	1998	2018
57291	1997	2017
57295	2000	2017
57303	2001	2017
57310	2005	2016
57314	2005	2018
57315	2001	2017
57327	1987	2018
57335	2002	2018
57349	2004	2018
57357	2004	2017
57376	2003	2017
57378	2007	2017
57383	1984	2012
57394	2003	2013
57415	2004	2018
57421	1997	2017
57422	2004	2017
57427	1988	2004
57441	1999	2017
57448	2007	2018
57456	2006	2017
57473	2001	2017
57478	2007	2018
57486	2000	2018
57489	2007	2018
57495	1996	2018
57497	2001	2018
57506	1997	2010
57508	2007	2018
57514	1998	2014
57518	1991	2017
57521	2007	2017
57525	1997	2013
57526	1989	2018
57534	2005	2017
57542	2003	2018
57547	2005	2015
57553	2004	2018
57575	2006	2018
57577	1994	2017
57579	2004	2018
57587	1994	2011
57589	1997	2018
57590	2007	2018
57599	2005	2018
57600	1999	2018
57602	2003	2018
57603	2000	2015
57610	1997	2016
57611	2007	2017
57620	1989	2015
57625	2005	2017
57632	2007	2017
57633	1997	2018
57641	1994	2017
57645	1995	2012
57649	1986	2018
57650	2005	2018
57653	2004	2018
57654	2005	2018
57661	2000	2015
57662	2001	2017
57664	1993	2017
57666	1998	2017
57672	2004	2017
57673	2004	2017
57700	2001	2011
57701	1996	2018
57703	2006	2017
57716	1993	2017
57722	2006	2018
57729	2005	2017
57733	2001	2018
57737	1988	2018
57741	1993	2009
57747	2006	2018
57751	2007	2017
57771	2006	2017
57775	2005	2018
57776	2001	2017
57793	2002	2018
57794	2006	2017
57795	2006	2017
57801	1995	2018
57802	2005	2016
57806	1997	2017
57809	2004	2018
57816	2001	2017
57824	2004	2018
57846	1996	2006
57847	2000	2017
57848	2004	2018
57858	2006	2017
57866	2006	2018
57876	1995	2018
57892	2001	2018
57894	2007	2018
57905	2007	2017
57906	2003	2018
57907	2006	2018
57908	1996	2017
57910	2005	2016
57916	1996	2017
57923	1993	2015
57924	2004	2017
57926	1991	2018
57946	2005	2018
57947	2006	2017
57948	1998	2018
57951	1991	2018
57964	2002	2017
57975	1996	2018
57984	2001	2017
57985	1989	2003
58000	1993	2017
58007	2000	2017
58013	2005	2018
58034	2002	2018
58043	2005	2018
58060	1993	2014
58063	1999	2018
58069	1997	2016
58071	2001	2017
58073	2006	2018
58074	2001	2017
58081	2001	2016
58088	2000	2017
58090	2004	2017
58093	2007	2017
58095	2002	2012
58103	1995	2017
58108	2005	2018
58110	2004	2018
58111	1998	2010
58117	1997	2010
58122	2007	2017
58123	1999	2012
58126	2001	2016
58130	2005	2018
58133	2002	2012
58146	1993	2018
58147	1996	2017
58151	2003	2017
58160	1996	2018
58187	2003	2015
58194	2001	2018
58195	2000	2017
58198	1999	2017
58199	1990	2010
58211	2006	2017
58214	1988	2015
58228	2006	2017
58229	2002	2012
58236	2001	2017
58243	2001	2017
58269	2007	2017
58272	2006	2018
58273	1990	2018
58278	2005	2018
58280	1988	2008
58283	2006	2018
58286	1988	2018
58299	2002	2017
58310	2007	2018
58327	2000	2018
58329	1985	2018
58332	2003	2018
58333	2005	2018
58364	2007	2017
58380	1999	2018
58384	2004	2018
58391	2004	2017
58392	2003	2015
58396	2002	2017
58398	1999	2018
58404	2002	2018
58407	1997	2018
58419	1997	2018
58424	2002	2017
58430	2005	2017
58432	1987	2018
58437	1985	2018
58440	2007	2017
58441	2007	2017
58443	2007	2017
58445	2005	2018
58451	1996	2018
58473	2000	2018
58476	2007	2018
58487	1993	2016
58490	1998	2017
58504	2004	2018
58505	2000	2014
58518	1997	2017
58521	2003	2017
58533	1982	2017
58536	1999	2017
58542	1987	2018
58544	2004	2016
58555	2006	2017
58557	1995	2018
58563	2000	2018
58568	1999	2014
58574	2007	2017
58576	1986	2018
58581	2002	2017
58591	2005	2017
58606	2000	2017
58624	1993	2018
58625	1993	2017
58630	1999	2010
58634	2001	2018
58635	2007	2017
58638	1994	2018
58649	2003	2014
58659	2004	2017
58670	2007	2018
58678	2002	2018
58679	1994	2006
58680	2005	2018
58687	1994	2018
58699	2002	2017
58707	2007	2017
58712	1999	2017
58713	2007	2018
58714	2002	2014
58716	1989	2018
58721	2005	2017
58722	2006	2017
58728	2002	2018
58736	2003	2017
58746	2005	2016
58752	2002	2014
58754	2000	2018
58767	2000	2010
58770	2003	2016
58772	2001	2017
58782	1994	2011
58783	2002	2018
58785	2005	2017
58787	2001	2017
58795	2007	2017
58796	2003	2017
58801	1997	2010
58814	1983	2016
58815	2004	2017
58816	2004	2018
58818	2006	2018
58828	1996	2017
58832	2004	2017
58837	2007	2017
58839	2001	2011
58847	2005	2018
58850	2003	2018
58852	1994	2017
58859	1998	2018
58872	2005	2017
58874	1999	2014
58879	1992	2017
58880	1987	2018
58881	2005	2018
58883	2004	2018
58887	1999	2018
58893	2006	2017
58897	1996	2018
58904	2005	2017
58909	2001	2017
58910	2003	2017
58912	2003	2018
58914	1999	2017
58916	2003	2018
58923	2006	2017
58943	2003	2018
58945	2001	2018
58948	1996	2018
58949	1988	2018
58951	1995	2013
58952	1996	2015
58956	2004	2018
58960	1997	2015
58971	2004	2018
58972	1988	2018
58973	2004	2018
58982	2000	2016
58999	2000	2017
59007	2003	2017
59017	1994	2018
59049	2000	2018
59051	2003	2018
59057	1987	2018
59069	1999	2015
59072	1991	2018
59074	1987	2018
59077	2006	2016
59092	2006	2017
59102	1997	2010
59108	2000	2018
59113	1990	2018
59122	1997	2017
59131	2005	2017
59162	2007	2018
59163	2004	2014
59164	2006	2017
59168	2004	2017
59173	2007	2017
59179	2005	2018
59180	1996	2018
59185	2004	2018
59198	2007	2017
59204	2000	2017
59210	1996	2017
59211	2004	2018
59216	1989	2007
59219	1997	2018
59222	1994	2018
59228	2005	2018
59235	1998	2017
59242	2002	2018
59245	2003	2018
59256	1989	2017
59260	1988	2016
59263	2007	2018
59265	2004	2016
59271	2005	2017
59273	1996	2017
59283	2002	2012
59284	2002	2018
59292	1987	2011
59299	2000	2010
59314	1993	2018
59317	2001	2018
59322	1993	2018
59332	2000	2010
59334	1999	2018
59348	1993	2017
59349	2001	2018
59359	2006	2018
59367	1998	2018
59378	2000	2018
59380	2000	2018
59384	2004	2014
59390	2003	2018
59393	2005	2017
59397	1996	2016
59410	2005	2018
59415	2004	2015
59423	2005	2018
59424	1995	2018
59435	1993	2018
59439	2006	2018
59441	2006	2018
59447	2005	2018
59450	1998	2017
59451	2002	2017
59454	2007	2017
59457	1999	2017
59459	2006	2016
59462	2001	2018
59468	2004	2018
59469	2007	2018
59470	2004	2018
59471	2000	2017
59483	2001	2018
59486	1994	2010
59489	2007	2018
59508	1991	2013
59510	1999	2017
59526	2003	2017
59530	2006	2017
59545	1999	2018
59556	2001	2017
59558	2001	2017
59563	2002	2012
59568	1995	2018
59579	2005	2017
59583	2007	2018
59590	1993	2017
59598	1996	2017
59623	2003	2018
59626	1999	2017
59632	2004	2018
59633	1996	2018
59634	2001	2016
59642	2007	2017
59646	1994	2016
59651	1996	2017
59653	1998	2016
59656	2001	2015
59659	2000	2017
59667	2006	2018
59670	2007	2018
59672	1999	2015
59675	1990	2018
59680	2005	2017
59684	2006	2017
59687	2006	2017
59691	1988	2017
59695	2001	2014
59711	2005	2017
59723	2006	2018
59726	2007	2017
59728	1989	2016
59732	2003	2018
59734	1993	2016
59742	1997	2008
59751	2003	2017
59763	2004	2018
59764	2007	2017
59771	2005	2016
59781	1996	2016
59785	1999	2018
59817	1996	2018
59818	2000	2018
59836	2005	2018
59837	1998	2017
59864	2006	2017
59865	2004	2018
59872	1999	2018
59878	2005	2018
59879	2004	2017
59903	2003	2017
59910	1997	2018
59913	2007	2017
59933	2000	2018
59943	1989	2017
59951	2007	2018
59963	2000	2018
59964	1991	2017
59966	2006	2017
59970	1992	2018
59982	1986	2015
60000	2003	2016
60001	1983	2009
60005	2003	2018
60023	2000	2010
60029	1998	2015
60034	2000	2015
60035	2007	2018
60043	2003	2014
60045	1994	2018
60050	2005	2018
60058	2006	2018
60066	1999	2011
60067	2005	2017
60068	2003	2017
60071	2003	2018
60076	2006	2018
60081	2006	2018
60092	2006	2016
60096	2007	2018
60110	2007	2017
60125	2006	2016
60128	2000	2014
60129	1998	2015
60138	1995	2005
60140	2007	2018
60148	2005	2016
60149	2000	2015
60174	2004	2017
60177	1995	2016
60184	2002	2015
60200	2004	2017
60202	2003	2018
60205	2002	2016
60211	2003	2018
60217	1996	2018
60233	2000	2018
60236	2000	2016
60239	2006	2017
60243	2003	2017
60245	1984	2015
60248	2002	2014
60249	1996	2018
60265	2004	2017
60267	1999	2018
60268	2007	2017
60273	1999	2017
60287	2005	2016
60291	1999	2018
60301	2005	2018
60303	2005	2017
60306	1999	2017
60309	2000	2016
60312	1994	2018
60317	1998	2018
60325	2006	2017
60330	1999	2018
60335	2002	2017
60340	2006	2018
60347	1998	2017
60350	1994	2017
60364	2003	2015
60381	2001	2017
60387	1993	2016
60390	2004	2018
60392	1997	2018
60396	2003	2018
60399	2006	2018
60400	1983	1995
60403	2006	2018
60408	1998	2018
60411	1996	2018
60413	1996	2018
60417	2001	2017
60419	1993	2018
60442	2004	2018
60444	2003	2017
60447	1994	2005
60460	2007	2018
60462	1999	2016
60465	1997	2016
60469	1987	2018
60484	2001	2016
60487	2003	2017
60488	2004	2018
60496	2004	2018
60501	2002	2018
60506	1987	2014
60512	1999	2015
60519	1996	2018
60522	2002	2018
60533	2002	2015
60549	2003	2017
60556	2007	2017
60590	2003	2016
60599	2005	2018
60603	2001	2018
60607	2005	2017
60608	1988	2017
60616	1996	2017
60632	1998	2018
60639	2002	2018
60643	2006	2018
60644	1990	2015
60647	2006	2017
60652	1997	2017
60668	2007	2018
60669	2004	2017
60673	1989	2018
60674	2000	2018
60695	1996	2016
60698	1989	2012
60699	2003	2017
60709	2003	2017
60726	2006	2018
60740	2007	2017
60743	1999	2015
60748	1996	2010
60758	2002	2017
60765	1998	2017
60776	2003	2016
60782	1994	2017
60804	1990	2016
60806	2007	2017
60812	2006	2017
60814	2006	2016
60818	1995	2011
60834	2000	2018
60837	2002	2018
60844	2005	2018
60845	2003	2018
60846	2002	2018
60850	2001	2018
60853	1999	2010
60856	1997	2018
60860	2006	2017
60871	2006	2016
60918	2004	2018
60922	2005	2017
60931	2001	2018
60934	2003	2018
60937	2004	2018
60950	2007	2017
60957	1982	2017
60968	1996	2018
60972	2007	2018
60976	1998	2015
